Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Albania,ALB,2840,4370,7350,7870,8810,9200,9200,9610,9590,9950,10260,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Algeria,DZA,6400,7580,10910,11700,12050,12110,12570,12840,13220,13420,13880,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Angola,AGO,1690,2030,3910,4890,5260,5690,5700,5830,6040,6410,6540,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Antigua and Barbuda,ATG,9800,14440,21130,23500,23600,20760,19590,19290,20060,20490,21120,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Armenia,ARM,2330,2380,5790,6830,7520,6410,6690,7050,7710,8140,8490,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Australia,AUS,16770,25570,32990,34930,35960,38790,37570,40030,41700,42120,42880,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Austria,AUT,19580,29270,37750,39160,41450,40620,42170,44220,45290,45040,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Azerbaijan,AZE,..,3340,8570,10560,12310,13720,14600,14590,14870,16180,16910,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Bahamas, The",BHS,17570,20130,22780,23260,23160,21760,21770,21990,22470,22330,22290,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bahrain,BHR,19160,34910,39380,40420,39380,35230,35790,34530,35860,37650,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bangladesh,BGD,850,1350,1980,2160,2340,2450,2600,2780,3000,3170,3330,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Barbados,BRB,8180,11170,13760,14440,14450,14230,14610,14990,14830,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belarus,BLR,5220,5760,10990,12230,13740,13760,15060,16410,16810,17000,17610,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belgium,BEL,19090,28940,35520,37050,38620,37540,39940,41390,42140,41160,43030,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belize,BLZ,3280,5170,6600,6530,6720,7050,6950,7340,7500,7590,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Benin,BEN,860,1200,1450,1520,1580,1580,1590,1640,1700,1780,1850,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bermuda,BMU,26490,..,..,75090,74800,68450,68910,68110,67110,66560,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bhutan,BTN,1410,2850,4350,5100,5280,5490,6000,6450,6680,6920,7570,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bolivia,BOL,2280,3400,4280,4510,4820,4910,5060,5320,5540,5900,6290,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bosnia and Herzegovina,BIH,..,4870,7380,8090,8940,8860,8920,9340,9460,9670,10040,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Botswana,BWA,5090,7710,10420,11480,12330,11660,12300,13540,14280,15390,16030,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brazil,BRA,6470,8600,11050,11900,12530,12490,13880,14580,15010,15490,15590,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brunei Darussalam,BRN,49810,59250,71260,72400,71090,69300,..,..,72190,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bulgaria,BGR,4980,6290,10950,12020,13860,13930,14240,14590,15160,15040,15850,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burkina Faso,BFA,530,820,1160,1220,1300,1300,1430,1420,1490,1480,1650,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burundi,BDI,670,570,630,650,680,680,690,710,730,750,770,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cabo Verde,CPV,1080,2940,4380,5250,5650,5590,5590,5910,5990,6110,6190,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cambodia,KHM,..,1050,1880,2100,2250,2230,2340,2530,2710,2900,3100,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cameroon,CMR,1710,1780,2310,2360,2430,2460,2490,2580,2670,2780,2940,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Canada,CAN,19290,28310,37220,38650,39500,38030,39280,40810,41540,42410,43400,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Central African Republic,CAF,600,650,770,820,830,840,870,900,930,590,600,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chad,TCD,710,780,1340,1410,1400,1620,1820,1810,1950,1980,2070,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chile,CHL,4160,9490,13780,15030,15260,15180,17030,19140,20280,21110,21580,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,China,CHN,980,2880,5830,6820,7620,8280,9200,10180,11190,12140,13130,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Colombia,COL,4620,6440,8640,9350,9740,9890,10260,10970,11560,12240,12900,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Comoros,COM,1020,1070,1330,1350,1350,1350,1360,1390,1430,1460,1490,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Dem. Rep.",ZAR,..,400,480,510,520,530,560,580,610,630,650,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Rep.",COG,2820,2600,3150,3220,3610,3730,4120,4180,4470,4660,5180,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Costa Rica,CRI,4550,6990,10640,11240,11840,11390,12150,12890,13440,13940,14420,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cote d'Ivoire,CIV,1780,2140,2380,2440,2500,2540,2570,2450,2710,2890,3150,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Croatia,HRV,..,10850,16630,18540,19900,18780,18440,20010,20480,20890,20560,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cuba,CUB,8660,8770,14460,15830,16780,16980,17660,18630,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cyprus,CYP,13420,18940,28060,29710,34100,32410,32660,33400,31650,30240,29800,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Czech Republic,CZE,..,15990,22930,24980,25350,25120,25020,26410,26870,26970,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Denmark,DNK,18320,28960,37640,38870,41290,40020,42500,44230,44560,45350,46160,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Djibouti,DJI,..,1700,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominica,DMA,4180,5660,8100,8730,9620,9690,9970,10120,9960,9950,10300,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominican Republic,DOM,3290,6100,8420,9270,9750,9790,10630,10960,11300,11760,12600,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ecuador,ECU,4450,5400,7790,8040,8710,8710,9030,9770,10310,10780,11170,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Egypt, Arab Rep.",EGY,3790,6050,7930,8610,9240,9490,9700,9810,10000,10100,10260,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,El Salvador,SLV,2870,4990,6540,6960,7200,6940,7110,7390,7570,7800,8070,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Equatorial Guinea,GNQ,720,5880,27310,27560,24790,32210,26790,26340,23440,22070,21310,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Eritrea,ERI,..,1280,1360,1380,1240,1270,1290,1400,1490,1500,1520,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Estonia,EST,..,9340,18310,20340,21280,19580,19990,22360,23750,25190,25690,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ethiopia,ETH,420,490,720,810,890,950,1050,1160,1250,1370,1490,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Fiji,FJI,3550,5210,6400,6570,6680,6710,6740,7010,7160,7590,8030,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Finland,FIN,17610,26310,34850,37630,39800,38030,38820,40430,40420,40000,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,France,FRA,17600,26470,32940,34750,35890,35430,36600,38180,37910,38190,39720,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Gabon,GAB,11150,11770,12800,13680,13450,13630,13950,14670,15440,15970,16730,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Gambia, The",GMB,900,1190,1340,1390,1460,1510,1570,1480,1550,1600,1560,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Georgia,GEO,5180,2690,4790,5450,5610,5440,5710,6140,6760,7020,7510,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Germany,DEU,19360,26420,35320,37350,38850,37960,40390,43160,44670,45020,46840,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ghana,GHA,1220,1750,2420,2580,2780,2830,2970,3320,3540,3850,3910,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greece,GRC,13590,19190,27450,28250,29900,29720,28310,25960,25620,25660,26130,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Grenada,GRD,4570,7150,10020,10730,11040,10020,10380,10770,10760,11230,11650,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guatemala,GTM,3270,4740,5750,6130,6310,6220,6340,6560,6800,7020,7190,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea,GIN,690,880,970,1020,1030,1020,1040,1080,1130,1140,1120,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea-Bissau,GNB,930,990,1150,1200,1220,1240,1300,1410,1370,1360,1380,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guyana,GUY,1460,3740,4430,4900,5150,5340,5700,6060,6520,6940,7290,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Haiti,HTI,..,..,1440,1510,1530,1560,1480,1570,1620,1690,1730,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Honduras,HND,1900,2670,3620,3940,4130,4030,4050,4200,4020,4100,4270,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Hong Kong SAR, China",HKG,16950,27180,40880,44670,47440,45250,48130,51450,51990,54380,56570,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Hungary,HUN,..,11490,17650,18010,19470,19850,20480,21440,21530,22660,23830,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Iceland,ISL,21080,28740,34590,37050,33030,32540,32390,34540,36650,41400,42530,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,India,IND,1130,1980,3150,3510,3660,3940,4320,4650,4890,5240,5640,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Indonesia,IDN,2760,4190,6260,6750,7240,7540,8070,8610,9180,9700,10190,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Iran, Islamic Rep.",IRN,6160,9300,13690,14850,14480,14170,..,..,16430,16140,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Iraq,IRQ,..,..,10620,10810,11860,12010,12260,13210,14790,15680,14440,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ireland,IRL,12450,25620,38490,40540,38060,34880,36350,36860,37350,38860,40820,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Israel,ISR,13120,22660,25260,27170,26650,26690,28130,29770,30830,31780,32550,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Italy,ITA,18080,26550,32100,33750,34860,34130,34630,35780,35450,35000,34710,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Jamaica,JAM,4320,6200,9150,8090,8250,7800,7890,8170,8420,8490,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Japan,JPN,19350,26270,32700,34440,34620,32740,34650,35380,36730,37550,37920,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Jordan,JOR,4330,6170,9280,10180,10800,11110,10940,11190,11400,11660,11910,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kazakhstan,KAZ,..,7170,13870,15210,15440,15970,16690,17710,18860,20680,21580,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kenya,KEN,1470,1690,2150,2300,2290,2330,2480,2620,2710,2820,2940,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kiribati,KIR,1570,2270,2290,2400,2470,2320,2270,2220,2550,2890,2430,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Korea, Rep.",KOR,8590,17960,25770,27790,28720,28330,30500,31510,32350,33330,34620,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kosovo,KSV,..,..,6700,7370,7580,7620,7910,8420,8800,9100,9410,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kuwait,KWT,..,69360,97360,99730,94680,84450,78100,80760,82580,82210,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kyrgyz Republic,KGZ,2250,1550,2180,2420,2570,2640,2560,2610,2850,3100,3220,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lao PDR,LAO,1050,1780,2740,3040,3240,3510,3650,3930,4280,4680,5060,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Latvia,LVA,..,10150,16310,18350,19480,18090,17670,19400,21050,22460,23150,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lebanon,LBN,6090,9960,11330,12910,14060,15030,15730,16460,16890,16950,17190,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lesotho,LSO,1400,1700,2250,2320,2440,2490,2590,2840,2910,3390,3240,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Liberia,LBR,..,640,430,490,530,580,590,670,710,710,700,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Libya,LBY,..,..,25380,27080,27750,27380,28570,11040,22420,20040,16170,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lithuania,LTU,..,..,16300,18290,19820,18760,19550,21370,23090,24860,25390,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Luxembourg,LUX,25870,41890,56020,65750,67240,52500,55020,60010,59450,57830,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Macao SAR, China",MAC,26090,32280,59190,75130,69080,70080,86530,100760,108620,118110,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Macedonia, FYR",MKD,5250,6130,9120,9220,10660,11230,11510,11430,11640,12140,12800,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Madagascar,MDG,1030,1130,1280,1370,1460,1370,1350,1350,1360,1370,1400,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malawi,MWI,340,500,560,610,650,690,720,740,740,760,790,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malaysia,MYS,6290,11430,16600,17940,18680,18410,19430,20710,21620,22720,24080,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Maldives,MDV,..,..,8850,8770,9750,9190,9710,10880,11230,11700,12560,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mali,MLI,660,920,1270,1320,1370,1370,1440,1460,1430,1450,1530,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malta,MLT,11760,18570,21470,22680,25140,24420,26060,26760,26410,27020,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Marshall Islands,MHL,..,3090,3930,4170,4120,4060,4160,4270,4320,4610,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mauritania,MRT,1710,2190,3050,3250,3220,3080,3190,3270,3410,3570,3710,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mauritius,MUS,4850,8940,12150,13400,14150,14470,15470,16220,17000,17730,18290,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mexico,MEX,5820,10090,12880,13410,14020,13700,14540,15470,15800,15720,16500,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,..,2580,3140,3200,3160,3330,3390,3540,3670,3680,..,..
